;NOME;PONTUACAO;COMENTARIO;LOCAL;TIPO;TEMPO_ESPERA;BUSCA_ID;BAIRRO;Tamanho;Endereco;BAIRRO_LOC;LATITUDE;LONGITUDE;LAT_BAIRRO;LONG_BAIRRO
167;Associação de Educação Católica do Ceará;5.0;Um comentário;R. EUGÊNIO PÔRTO, 71 , FÁTIMA, FORTALEZA , CE, 60055,290;Associação em Fortaleza, Ceará;;Ensino Médio;FÁTIMA;7;R. EUGÊNIO PÔRTO  71 , FORTALEZA;Fátima, FORTALEZA, CE;-3.7434936;-38.5231973;-3.7517525;-38.5290848
168;Cruzeiro do Sul Virtual - Polo HUB Fortaleza;;;R. VINTE E CINCO DE MARÇO, 280 , CENTRO, FORTALEZA , CE, 60060,120;;;Ensino Médio;CENTRO;7;R. VINTE E CINCO DE MARÇO  280 , FORTALEZA;Centro, FORTALEZA, CE;-3.7264276;-38.5218086;-3.7281287;-38.527412
169;CIEE Fortaleza;4.1;779 comentários;R. MONSENHOR BRUNO, 1153 , MEIRELES, FORTALEZA , CE, 60115,191;Organização sem fins lucrativos em Fortaleza, Ceará;;Ensino Médio;MEIRELES;7;R. MONSENHOR BRUNO  1153 , FORTALEZA;Meireles, FORTALEZA, CE;-3.7329525;-38.5094642;-3.7278218;-38.5003721
170;Edições IPDH - Grafica Editora e Serviço;4.3;6 comentários;AV. DOS FLAMBOYANTS, 124 , CIDADE 2000, FORTALEZA , CE, 60190,570;Editora em Fortaleza, Ceará;;Ensino Médio;CIDADE 2000;7; DOS FLAMBOYANTS  124 , FORTALEZA;Cidade 2000, FORTALEZA, CE;-3.7485683;-38.4752366;-3.7501025;-38.4716231
171;Clauder Ciarlini Filho & Cia;;;R. BARÃO DE ARATANHA, 51 , CENTRO, FORTALEZA , CE, 60050,070;;;Ensino Médio;CENTRO;7;R. BARÃO DE ARATANHA  51 , FORTALEZA;Centro, FORTALEZA, CE;-3.7333929;-38.5262924;-3.7281287;-38.527412
172;Centro Universitário Estácio do Ceará - Campus Centro;;;AV. DUQUE DE CAXIAS, 101 , CENTRO, FORTALEZA , CE, 60035,111;;;Ensino Médio;CENTRO;7; DUQUE DE CAXIAS  101 , FORTALEZA;Centro, FORTALEZA, CE;-3.7338169;-38.5252348;-3.7281287;-38.527412
173;Academia Vera Passos;;;RUA DR. RIBAMAR LOBO, 469 , COCÓ, FORTALEZA , CE, 60192,230;;15 min a 1 h;Ensino Médio;COCÓ;7;RUA DOUTOR RIBAMAR LOBO  469 , FORTALEZA;Cocó, FORTALEZA, CE;-3.7477166;-38.468374;-3.7481588;-38.4808581
174;Centro de Ensino Superior Ratio;;;AV. VISCONDE DO RIO BRANCO, 28 , CENTRO, FORTALEZA , CE, 60325,680;;;Ensino Médio;CENTRO;7; VISCONDE DO RIO BRANCO  28 , FORTALEZA;Centro, FORTALEZA, CE;-3.754098;-38.5203865;-3.7281287;-38.527412
175;Ice Estagios e Integraçao Estudantil Ltda-me;4.2;33 comentários;RUA SOLON PINHEIRO, 550 , CENTRO, FORTALEZA , CE, 60050,040;Agência de empregos em Fortaleza, Ceará;;Ensino Médio;CENTRO;7;RUA SOLON PINHEIRO  550 , FORTALEZA;Centro, FORTALEZA, CE;-3.7351364;-38.5281459;-3.7281287;-38.527412
176;Livraria Evangélica Alfa e Ômega;4.0;2 comentários;R. GEN. SAMPAIO, 1525 , CENTRO, FORTALEZA , CE, 60020,031;Livraria em Fortaleza, Ceará;;Ensino Médio;CENTRO;7;R. GEN. SAMPAIO  1525 , FORTALEZA;Centro, FORTALEZA, CE;-3.7319735;-38.5319157;-3.7281287;-38.527412
177;Escola Vila Piaget;;;AV. BARÃO DE STUDART, 1400 , ALDEOTA, FORTALEZA , CE, 60120,024;;;Ensino Médio;ALDEOTA;7; BARÃO DE STUDART  1400 , FORTALEZA;Aldeota, FORTALEZA, CE;-3.7450317;-38.5102362;-3.7341528;-38.5096997
178;Colégio Capital;;;AVENIDA IMPERADOR, 372 , CENTRO, FORTALEZA , CE, 60015,051;;;Ensino Médio;CENTRO;7;AVENIDA IMPERADOR  372 , FORTALEZA;Centro, FORTALEZA, CE;-3.7243917;-38.5339805;-3.7281287;-38.527412
179;Seminário Teológico Evangélico da Assembléia de Deus;;;R. TEREZA CRISTINA, 673 , CENTRO, FORTALEZA , CE, 60015,140;;;Ensino Médio;CENTRO;7;R. TEREZA CRISTINA  673 , FORTALEZA;Centro, FORTALEZA, CE;-3.7265824;-38.5363109;-3.7281287;-38.527412
180;Colégio público;;;CENTRO, FORTALEZA , CE, 60191,156;;;Ensino Médio;CENTRO;5;CENTRO, FORTALEZA, CE;Centro, FORTALEZA, CE;-3.7281287;-38.527412;-3.7281287;-38.527412
181;Paulus Livraria - Fortaleza;4.8;509 comentários;R. FLORIANO PEIXOTO, 523 , CENTRO, FORTALEZA , CE, 60025,130;Livraria em Fortaleza, Ceará;45 min;Ensino Médio;CENTRO;7;R. FLORIANO PEIXOTO  523 , FORTALEZA;Centro, FORTALEZA, CE;-3.7271454;-38.5268127;-3.7281287;-38.527412
182;"Casa do Jordy Dias ;D";;;GENTILÂNDIA, FORTALEZA , CE, 60020,061;;;Ensino Médio;GENTILÂNDIA;5;GENTILÂNDIA, FORTALEZA;Gentilândia, FORTALEZA, CE;-3.7462532;-38.5406054;-3.7462532;-38.5406054
183;Fortaleza Ceará;;;AV. BERNARDO MANUEL, 7200 , SERRINHA, FORTALEZA , CE, 60741,280;;;Ensino Médio;SERRINHA;7; BERNARDO MANUEL  7200 , FORTALEZA;Serrinha, FORTALEZA, CE;-3.7813132;-38.5462998;-3.7849089;-38.5424548
184;Ceará;5.0;Um comentário;AV. WASHINGTON SOARES, 999 , EDSON QUEIROZ, FORTALEZA , CE, 60811,341;Agência de turismo em Fortaleza, Ceará;;Ensino Médio;EDSON QUEIROZ;7; WASHINGTON SOARES  999 , FORTALEZA;Edson Queiroz, FORTALEZA, CE;-3.7645321;-38.4804211;-3.7777657;-38.4623898
185;ensino a distancia;;;AV. VISCONDE DO RIO BRANCO, 1998 , FÁTIMA, FORTALEZA , CE, 60110,001;;;Ensino Médio;FÁTIMA;7; VISCONDE DO RIO BRANCO  1998 , FORTALEZA;Fátima, FORTALEZA, CE;-3.7384709;-38.5238036;-3.7517525;-38.5290848
186;CRQ 10° Região - Conselho Regional de Química-CE;4.6;81 comentários;R. FLORIANO PEIXOTO, 2020 , JOSÉ BONIFACIO, FORTALEZA , CE, 60025,131;Organização não governamental em Fortaleza, Ceará;;Ensino Médio;JOSÉ BONIFACIO;7;R. FLORIANO PEIXOTO  2020 , FORTALEZA;José Bonifacio, FORTALEZA, CE;-3.7401463;-38.5315334;-3.7394569;-38.5285591
187;Fortaleza Ceará;;;AV. DA ABOLIÇÃO , MEIRELES, FORTALEZA , CE, 60125,160;;;Ensino Médio;MEIRELES;6; DA ABOLIÇÃO , FORTALEZA;Meireles, FORTALEZA, CE;-3.7305006;-38.5032069;-3.7278218;-38.5003721
188;Fortaleza Ceará;;;R. BEATRIZ, 365 , CAJAZEIRAS, FORTALEZA , CE, 60862,700;;;Ensino Médio;CAJAZEIRAS;7;R. BEATRIZ  365 , FORTALEZA;Cajazeiras, FORTALEZA, CE;-3.8156136;-38.5044944;-3.8036185;-38.5086081
189;Armazéns Guanabara;4.4;196 comentários;R. MAJOR FACUNDO, 126 , CENTRO, FORTALEZA , CE, 60025,100;Loja de tecidos em Fortaleza, Ceará;15-45 min;Ensino Médio;CENTRO;7;R. MAJOR FACUNDO  126 , FORTALEZA;Centro, FORTALEZA, CE;-3.7343873;-38.5300455;-3.7281287;-38.527412
190;IESF;;;RUA DONA LEOPOLDINA, 912 , CENTRO, FORTALEZA , CE, 60110,010;;;Ensino Médio;CENTRO;7;RUA DONA LEOPOLDINA  912 , FORTALEZA;Centro, FORTALEZA, CE;-3.7329137;-38.5202643;-3.7281287;-38.527412
191;escola Tecnica De Ensino;;;AV. TRISTÃO GONÇALVES , CENTRO, FORTALEZA , CE, 60015,001;;;Ensino Médio;CENTRO;6; TRISTÃO GONÇALVES , FORTALEZA;Centro, FORTALEZA, CE;-3.7284959;-38.5336256;-3.7281287;-38.527412
192;Fortaleza Ceará;;;RUA NOSSA SENHORA DE FÁTIMA, 1827 , CANINDEZINHO, FORTALEZA , CE, 60731,455;;;Ensino Médio;CANINDEZINHO;7;RUA NOSSA SENHORA DE FÁTIMA  1827 , FORTALEZA;Canindezinho, FORTALEZA, CE;-3.8197833;-38.4912767;-3.8125244;-38.6032973
193;Museu da Indústria;4.8;1.110 comentários;R. DR. JOÃO MOREIRA, 143 , CENTRO, FORTALEZA , CE, 60030,000;Museu em Fortaleza, Ceará;;Ensino Médio;CENTRO;7;R. DOUTOR JOÃO MOREIRA  143 , FORTALEZA;Centro, FORTALEZA, CE;-3.7234473;-38.5260137;-3.7281287;-38.527412
194;Marco De Revolucao Colegio;;;R. CECIL SALGADO, 482 , JARDIM GUANABARA, FORTALEZA , CE, 60346,205;;;Ensino Médio;JARDIM GUANABARA;7;R. CECIL SALGADO  482 , FORTALEZA;Jardim Guanabara, FORTALEZA, CE;-3.7229916;-38.5932723;-3.7239106;-38.5902646
195;Teatro Sesc Emiliano Queiroz;4.7;198 comentários;AV. DUQUE DE CAXIAS, 1701 , CENTRO, FORTALEZA , CE, 60035,111;Teatro em Fortaleza, Ceará;;Ensino Médio;CENTRO;7; DUQUE DE CAXIAS  1701 , FORTALEZA;Centro, FORTALEZA, CE;-22.6649743;-43.2693766;-3.7281287;-38.527412
196;Daniel Santos Fotografia;5.0;Um comentário;R. EDUARDO SALGADO, 412 , 10 , ALDEOTA, FORTALEZA , CE, 60150,140;Fotógrafo em Fortaleza, Ceará;;Ensino Médio;ALDEOTA;8;R. EDUARDO SALGADO  10 , FORTALEZA;Aldeota, FORTALEZA, CE;-3.734004;-38.5087744;-3.7341528;-38.5096997
197;Colegio Master Centro;;;R. BARÃO DE ARATANHA, 98 , CENTRO, FORTALEZA , CE, 60050,070;;;Ensino Médio;CENTRO;7;R. BARÃO DE ARATANHA  98 , FORTALEZA;Centro, FORTALEZA, CE;-3.7352199;-38.52715;-3.7281287;-38.527412
198;Departamento de Ensino Médio e Licenciatura;;;AV. TREZE DE MAIO, 2158 , FÁTIMA, FORTALEZA , CE, 60040,531;;;Ensino Médio;FÁTIMA;7; TREZE DE MAIO  2158 , FORTALEZA;Fátima, FORTALEZA, CE;-3.7433572;-38.5360196;-3.7517525;-38.5290848
199;Colégio Capital;;;AV. TREZE DE MAIO, 1255 , BENFICA, FORTALEZA , CE, 60020,001;;;Ensino Médio;BENFICA;7; TREZE DE MAIO  1255 , FORTALEZA;Benfica, FORTALEZA, CE;-3.7492191;-38.5290119;-3.741486;-38.538855
200;Colégio;;;R. AURISTELA MAIA FARIAS, 1060,1064 , LUCIANO CAVALCANTE, FORTALEZA , CE, 60811,170;;;Ensino Médio;LUCIANO CAVALCANTE;8;R. AURISTELA MAIA FARIAS 1064 , FORTALEZA;Luciano Cavalcante, FORTALEZA, CE;-3.7726611;-38.4916075;-3.3458203;-39.1263055
201;Supletivo Solução;;;AV. DUQUE DE CAXIAS, 345 , 103 , CENTRO, FORTALEZA , ESPÍRITO SANTO, 29230,000;;;Ensino Médio;CENTRO;8; DUQUE DE CAXIAS  103 , FORTALEZA;Centro, FORTALEZA, CE;-22.6649743;-43.2693766;-3.7281287;-38.527412
202;Colegio;;;AV. FILOMENO GOMES, 291 , JACARECANGA, FORTALEZA , CE, 60010,280;;;Ensino Médio;JACARECANGA;7; FILOMENO GOMES  291 , FORTALEZA;Jacarecanga, FORTALEZA, CE;-3.7195577;-38.5415134;-3.7218504;-38.5416884
203;Colégio Anabatista;;;R. JOÃO CORDEIRO, 2676 , JOAQUIM TÁVORA (FORTALEZA), FORTALEZA , CE, 60110,301;;;Ensino Médio;JOAQUIM TÁVORA (FORTALEZA);7;R. JOÃO CORDEIRO  2676 , FORTALEZA;Joaquim Távora (Fortaleza), FORTALEZA, CE;-3.7437079;-38.5192393;-3.7446816;-38.5186105
204;Conselho Escolar da Escola de Primeiro Grau José R;;;AV. DA ABOLIÇÃO, 3084 , MUCURIPE, FORTALEZA , CE, 60165,085;;;Ensino Médio;MUCURIPE;7; DA ABOLIÇÃO  3084 , FORTALEZA;Mucuripe, FORTALEZA, CE;-3.7305006;-38.5032069;-3.7257065;-38.4848018
205;Reforco Escolar;;;R. BARÃO DE ARACATI , JOAQUIM TÁVORA (FORTALEZA), FORTALEZA , CE, 60115,082;;;Ensino Médio;JOAQUIM TÁVORA (FORTALEZA);6;R. BARÃO DE ARACATI , FORTALEZA;Joaquim Távora (Fortaleza), FORTALEZA, CE;-3.7324896;-38.5117912;-3.7446816;-38.5186105
206;escola municipal;;;TV. PARAÍSO, 172 , CAMBEBA, FORTALEZA , CE;;;Ensino Médio;CAMBEBA;5;TV. PARAÍSO, FORTALEZA;Cambeba, FORTALEZA, CE;-3.8090578;-38.4811765;-3.8066024;-38.4851322
207;Escola de Educação Integrada;;;R. EDUARDO GARCIA, 833 , ALDEOTA, FORTALEZA , CE, 60150,120;;;Ensino Médio;ALDEOTA;7;R. EDUARDO GARCIA  833 , FORTALEZA;Aldeota, FORTALEZA, CE;-3.7412582;-38.4895771;-3.7341528;-38.5096997
208;Paulo Meireles Barguil;;;R. WALDERY UCHÔA, 01 , BENFICA, FORTALEZA , CE, 60020,110;;;Ensino Médio;BENFICA;7;R. WALDERY UCHÔA  01 , FORTALEZA;Benfica, FORTALEZA, CE;-3.7442161;-38.5390705;-3.741486;-38.538855
209;Eiei Escolas Integradas de Educacional Infant;;;RUA GENERAL DUTRA, 79 , VARJOTA, FORTALEZA , CE, 60175,220;;;Ensino Médio;VARJOTA;7;RUA GENERAL DUTRA  79 , FORTALEZA;Varjota, FORTALEZA, CE;-3.7323637;-38.4865279;-3.7343231;-38.4860733
210;Escola Lagoa Redonda;;;LAGOA REDONDA, FORTALEZA , CE;;;Ensino Médio;LAGOA REDONDA;3;LAGOA REDONDA, FORTALEZA , CE;Lagoa Redonda, FORTALEZA, CE;-3.825306;-38.4605115;-3.825306;-38.4605115
211;Yakoi dj Coutinho;;;AV. DUQUE DE CAXIAS , CENTRO, FORTALEZA , CE, 60050,040;;;Ensino Médio;CENTRO;6; DUQUE DE CAXIAS , FORTALEZA;Centro, FORTALEZA, CE;-22.6649743;-43.2693766;-3.7281287;-38.527412
212;Revista Entrepalavras;;;AV. DA UNIVERSIDADE, 2683 , BENFICA, FORTALEZA , CE, 60020,181;;;Ensino Médio;BENFICA;7; DA UNIVERSIDADE  2683 , FORTALEZA;Benfica, FORTALEZA, CE;-3.7404974;-38.5389854;-3.741486;-38.538855
213;Supletivo J. Oliveira - Sede Messejana;;;AV. JORNALISTA TOMAZ COELHO, 03 , ALTOS , MESSEJANA, FORTALEZA , CE, 60871,040;;;escola primária;MESSEJANA;8;JORNALISTA TOMAZ COELHO 03, FORTALEZA;Messejana, FORTALEZA, CE;-3.8282374;-38.5137677;-3.8266615;-38.4935167
214;Escola Municipal Projeto Nascente;;;R. BETEL, 1715 , ITAPERI, FORTALEZA , CE, 60714,230;;;escola primária;ITAPERI;7;R. BETEL  1715 , FORTALEZA;Itaperi, FORTALEZA, CE;-3.8000712;-38.5571755;-3.7890448;-38.5506888
215;Escola Espaço da Criança Maria do Carmo;;;RUA ENGENHEIRO PAULO CÉSAR BARBOSA, 107 , EDSON QUEIROZ, FORTALEZA , CE, 60811,750;;;escola primária;EDSON QUEIROZ;7;RUA ENGENHEIRO PAULO CÉSAR BARBOSA  107 , FORTALEZA;Edson Queiroz, FORTALEZA, CE;-3.7746692;-38.4763653;-3.7777657;-38.4623898
216;EMEIF Ismael Pordeus;;;AV. DES. FAUSTINO DE ALBUQUERQUE, 511 , JARDIM DAS OLIVEIRAS, FORTALEZA , CE, 60821,440;;;escola primária;JARDIM DAS OLIVEIRAS;7; DESEMBARGADOR FAUSTINO DE ALBUQUERQUE  511 , FORTALEZA;Jardim Das Oliveiras, FORTALEZA, CE;-3.7840478;-38.4985286;-3.7822009;-38.5032877
217;Creche Escola Proativa Baby;;;R. OSVALDO CRUZ, 3276 , DIONÍSIO TORRES, FORTALEZA , CE, 60120,325;;;escola primária;DIONÍSIO TORRES;7;R. OSVALDO CRUZ  3276 , FORTALEZA;Dionísio Torres, FORTALEZA, CE;-3.7439603;-38.5030146;-3.7480271;-38.5064872
218;EMEIEF Profa. Edith Braga;;;R. CAP. VASCONCELOS, 1061 , AEROLÂNDIA, FORTALEZA , CE, 60850,680;;;escola primária;AEROLÂNDIA;7;R. CAP. VASCONCELOS  1061 , FORTALEZA;Aerolândia, FORTALEZA, CE;-3.770991;-38.5159553;-3.7748893;-38.5135783
219;Berçário e Creche Escola Aurora;;;R. REPÚBLICA DA ARMÊNIA, 930 , PARQUE MANIBURA, FORTALEZA , CE, 60821,760;;;escola primária;PARQUE MANIBURA;7;R. REPÚBLICA DA ARMÊNIA  930 , FORTALEZA;Parque Manibura, FORTALEZA, CE;-3.7905391;-38.4815664;-3.7916672;-38.4861101
220;EMEIEF Gustavo Barroso;;;R. ERETIDES MARTINS, 26 , SÃO GERARDO, FORTALEZA , CE, 60320,350;;;escola primária;SÃO GERARDO;7;R. ERETIDES MARTINS  26 , FORTALEZA;São Gerardo, FORTALEZA, CE;-3.7327024;-38.5578905;-3.7302419;-38.5575276
221;EMEIEF Professor Luís Costa;;;R. JOSÉ GUILHERME DA COSTA, 156 , LUCIANO CAVALCANTE, FORTALEZA , CE, 60811,320;;;escola primária;LUCIANO CAVALCANTE;7;JAIME LEONEL, FORTALEZA;Luciano Cavalcante, FORTALEZA, CE;-3.7739159;-38.4968147;-3.3458203;-39.1263055
222;EEFM Félix de Azevedo;;;RUA MONSENHOR FURTADO, 757 , RODOLFO TEÓFILO, FORTALEZA , CE, 63475,103;;;escola primária;RODOLFO TEÓFILO;7;RUA MONSENHOR FURTADO  757 , FORTALEZA;Rodolfo Teófilo, FORTALEZA, CE;-3.7457269;-38.548495;-3.746289;-38.5499015
223;Escola Municipal Jesus Cristo;;;R. ALBERTO FERREIRA, 564 , JARDIM IRACEMA, FORTALEZA , CE, 60341,140;;;escola primária;JARDIM IRACEMA;7;R. ALBERTO FERREIRA  564 , FORTALEZA;Jardim Iracema, FORTALEZA, CE;-3.7219373;-38.5834176;-3.7213636;-38.5838061
224;EEFM Patronato Sagrada Família;;;R. MARTINS NETO, 379 , ANTÔNIO BEZERRA, FORTALEZA , CE, 63475,108;;;escola primária;ANTÔNIO BEZERRA;7;R. MARTINS NETO  379 , FORTALEZA;Antônio Bezerra, FORTALEZA, CE;-3.7407451;-38.5891017;-3.741003;-38.5913217
225;EEEP Joaquim Nogueira;;;R. MOREIRA DE SOUSA, 327 , PARQUELÂNDIA, FORTALEZA , CE, 60450,080;;;escola primária;PARQUELÂNDIA;7;R. MOREIRA DE SOUSA  327 , FORTALEZA;Parquelândia, FORTALEZA, CE;-3.739199;-38.5663397;-3.7377987;-38.5590543
226;EMEIRF José Carlos da Costa Ribeiro;;;R. PIO SARAÍVA, 335 , QUINTINO CUNHA, FORTALEZA , CE, 60352,470;;;escola primária;QUINTINO CUNHA;7;R. PIO SARAÍVA  335 , FORTALEZA;Quintino Cunha, FORTALEZA, CE;-3.7371626;-38.5990555;-3.7293157;-38.6016063
227;Escola Municipal Antônio Correia Lima;;;R. DES. HERMES PARAÍBA, 934 , VILA VELHA, FORTALEZA , CE, 60347,155;;;escola primária;VILA VELHA;7;R. DESEMBARGADOR HERMES PARAÍBA  934 , FORTALEZA;Vila Velha, FORTALEZA, CE;-3.7139196;-38.5876918;-3.7124689;-38.6044591
228;EEFM Padre Marcelino Champagnat;;;R. DAURA, 120 , BARROSO, FORTALEZA , CE, 60862,760;;;escola primária;BARROSO;7;R. DAURA  120 , FORTALEZA;Barroso, FORTALEZA, CE;-3.8207494;-38.5164719;-3.8217147;-38.5125515
229;EEEP Jaime Alencar de Oliveira;;;AV. ROGACIANO LEITE, 2285 , LUCIANO CAVALCANTE, FORTALEZA , CE, 60821,075;;;escola primária;LUCIANO CAVALCANTE;7; ROGACIANO LEITE  2285 , FORTALEZA;Luciano Cavalcante, FORTALEZA, CE;-3.7747112;-38.498422;-3.3458203;-39.1263055
230;Escola Municipal Francisco Das Chagas De Farias;;;R. DES. HERMES PARAÍBA, 135 , BARRA DO CEARÁ, FORTALEZA , CE, 60330,142;;;escola primária;BARRA DO CEARÁ;7;R. DESEMBARGADOR HERMES PARAÍBA  135 , FORTALEZA;Barra do Ceará, FORTALEZA, CE;-3.714419;-38.5849873;-3.7044722;-38.5812573
231;Escola de Saúde Pública do Ceará (ESP/CE);;;AV. ANTÔNIO JUSTA, 3161 , MEIRELES, FORTALEZA , CE, 60165,090;;;escola primária;MEIRELES;7; ANTÔNIO JUSTA  3161 , FORTALEZA;Meireles, FORTALEZA, CE;-3.7278336;-38.4926958;-3.7278218;-38.5003721
232;EMEIF Prof. José Valdevino de Carvalho;;;R. GUARÁ, 98 , PARANGABA, FORTALEZA , CE, 60740,140;;;escola primária;PARANGABA;7;R. GUARÁ  98 , FORTALEZA;Parangaba, FORTALEZA, CE;-3.7763677;-38.5589181;-3.7771465;-38.5671367
233;Colégio Menezes e Sousa;;;AV. BULEVAR I, CONJ. SÃO CRISTÓVÃO, 98 , JANGURUSSU, FORTALEZA , CE, 60866,280;;;escola primária;JANGURUSSU;8; BULEVAR I  98 , FORTALEZA;Jangurussu, FORTALEZA, CE;-3.8340658;-38.5179815;-3.8480351;-38.5173956
234;Escola Siqueira;;;R. P, 100 , SIQUEIRA, FORTALEZA , CE, 60714,222;;;escola primária;SIQUEIRA;7;R. P  100 , FORTALEZA;Siqueira, FORTALEZA, CE;-3.8374797;-38.5532983;-3.8112294;-38.6185398
235;EEEP Professor Joaquim Antônio Albano;;;R. JÚLIO SIQUEIRA, 390 , DIONÍSIO TORRES, FORTALEZA , CE, 60120,320;;;escola primária;DIONÍSIO TORRES;7;R. JÚLIO SIQUEIRA  390 , FORTALEZA;Dionísio Torres, FORTALEZA, CE;-3.7495449;-38.5100489;-3.7480271;-38.5064872
236;Colégio Imperial - Mucuripe;;;R. OSMUNDO CAVALCANTE DE OLIVEIRA, 54 , MUCURIPE, FORTALEZA , CE, 60175,552;;;escola primária;MUCURIPE;7;R. OSMUNDO CAVALCANTE DE OLIVEIRA  54 , FORTALEZA;Mucuripe, FORTALEZA, CE;-3.7261528;-38.4767849;-3.7257065;-38.4848018
237;Colégio José de Alencar (Sede Prime);;;RUA HUGO VÍTOR, 730 , ANTÔNIO BEZERRA, FORTALEZA , CE, 60360,820;;;escola primária;ANTÔNIO BEZERRA;7;RUA HUGO VÍTOR  730 , FORTALEZA;Antônio Bezerra, FORTALEZA, CE;-3.7464727;-38.5912494;-3.741003;-38.5913217
238;EEFM dom Hélder Câmara;;;R. ROSINHA SAMPAIO, 1157 , QUINTINO CUNHA, FORTALEZA , CE, 63475,101;;;escola primária;QUINTINO CUNHA;7;R. ROSINHA SAMPAIO  1157 , FORTALEZA;Quintino Cunha, FORTALEZA, CE;-3.7269976;-38.5891803;-3.7293157;-38.6016063
239;EEFM Polivalente Modelo de Fortaleza;;;AV. A, 482 , PREF. JOSÉ WALTER, FORTALEZA , CE, 60750,000;;;escola primária;PREF. JOSÉ WALTER;7; A  482 , FORTALEZA;Prefeito José Walter, FORTALEZA, CE;-3.7304512;-38.5217989;-3.8399529;-38.5477935
240;Escolinha Sonho Meu;;;TV. DA PALMA, 60 , MESSEJANA, FORTALEZA , CE, 60841,525;;;escola primária;MESSEJANA;7;TV. DA PALMA  60 , FORTALEZA;Messejana, FORTALEZA, CE;-3.8157671;-38.4925912;-3.8266615;-38.4935167
241;Escola Messejana;;;AV. TREZE DE MAIO , BENFICA, FORTALEZA , CE;;;escola primária;MESSEJANA;4; TREZE DE MAIO , BENFICA, FORTALEZA , CE;Messejana, FORTALEZA, CE;-3.7404742;-38.5396336;-3.8266615;-38.4935167
242;EEEP Ícaro de Sousa Moreira;;;R. JOSÉ MARTINS, 2268 , GRANJA LISBOA, FORTALEZA , CE, 60540,545;;;escola primária;GRANJA LISBOA;7;R. JOSE MARTINS  2268 , FORTALEZA;Granja Lisboa, FORTALEZA, CE;-3.7886033;-38.6026991;-3.7873099;-38.61772
243;Colégio Cearense Total;;;AV. D, 85 , CONJ. ESPERANÇA, FORTALEZA , CE, 60763,470;;;escola primária;CONJ. ESPERANÇA;7; D  85 , FORTALEZA;Conj. Esperança, FORTALEZA, CE;-3.7304512;-38.5217989;-3.8172692;-38.5886046
244;Escola municipal São Carlos;;;TV. BRASIL, 116 , QUINTINO CUNHA, FORTALEZA , CE, 60352,480;;;escola primária;QUINTINO CUNHA;7;TV. BRASIL  116 , FORTALEZA;Quintino Cunha, FORTALEZA, CE;-3.7375332;-38.5983711;-3.7293157;-38.6016063
245;EEFM Deputado Joaci Pereira;;;R. PEDRO JORGE, S/N , PLANALTO AYRTON SENNA, FORTALEZA , CE, 60760,445;;;escola primária;PLANALTO AYRTON SENNA;7;R. PEDRO JORGE  S/N , FORTALEZA;Planalto Ayrton Senna, FORTALEZA, CE;-3.8330356;-38.5680842;-3.8352124;-38.5725796
246;Escola Messejana;;;AV. 24 DE NOVEMBRO, 673 , MESSEJANA, FORTALEZA , CE, 60841,700;;;escola primária;MESSEJANA;7; 24 DE NOVEMBRO  673 , FORTALEZA;Messejana, FORTALEZA, CE;-3.8213267;-38.4910983;-3.8266615;-38.4935167
247;escola;;;RUA JOSÉ DE BARCELOS, 750 , PARQUE ARAXÁ, FORTALEZA , CE, 60450,510;;;escola primária;PARQUE ARAXÁ;7;RUA JOSE DE BARCELOS  750 , FORTALEZA;Parque Araxá, FORTALEZA, CE;-3.7372688;-38.5503134;-3.7358577;-38.5477178
248;Colégio Luna Rangel;;;R. VITÓRIA, 1126 , HENRIQUE JORGE, FORTALEZA , CE, 60521,075;;;escola primária;HENRIQUE JORGE;7;R. VITÓRIA  1126 , FORTALEZA;Henrique Jorge, FORTALEZA, CE;-3.7624188;-38.5873439;-3.7623671;-38.5852866
249;Escola de Educação Infantil E;;;RUA PADRE AMBRÓSIO MACHADO, 4 , VILA UNIÃO, FORTALEZA , CE, 60410,355;;;escola primária;VILA UNIÃO;7;RUA PADRE AMBRÓSIO MACHADO  4 , FORTALEZA;Vila União, FORTALEZA, CE;-3.7610898;-38.5391469;-3.7673154;-38.5355598
250;Colegio Fray Luis Amigo;;;CONJ. CEARÁ, FORTALEZA , CE, 60533,594;;;escola primária;CONJ. CEARÁ;5;CONJ. CEARÁ, FORTALEZA;Conj. Ceará, FORTALEZA, CE;-3.8095467;-38.5839444;-3.8095467;-38.5839444
251;Centro Educacional Santa Mônica;;;R. VALÉRIA, 306 , BARROSO, FORTALEZA , CE, 60862,820;;;escola primária;BARROSO;7;R. VALÉRIA  306 , FORTALEZA;Barroso, FORTALEZA, CE;-23.6076303;-46.4328707;-3.8217147;-38.5125515
252;Creche Escola Mundo da Fantasia | Aldeota;;;R. ILDEFONSO ALBANO, 1171 , ALDEOTA, FORTALEZA , CE, 60115,000;;;escola primária;ALDEOTA;7;R. ILDEFONSO ALBANO  1171 , FORTALEZA;Aldeota, FORTALEZA, CE;-3.7311054;-38.5123342;-3.7341528;-38.5096997
253;Escola Guararapes;;;RUA ALBERTO FEITOSA LIMA, 328 , GUARARAPES, FORTALEZA , CE, 60810,018;;;escola primária;GUARARAPES;7;RUA ALBERTO FEITOSA LIMA  328 , FORTALEZA;Guararapes, FORTALEZA, CE;-3.7638294;-38.4843227;-3.7633869;-38.4886693
